epoch time,date & time,smell value,skewed latitude,skewed longitude,zipcode,smell description,symptoms,additional comments
1612035912,01/30/2021 14:45:12 -05:00,3,40.2806,-79.9976,15129,"Industrial, Clairton Mill",,
1612036052,01/30/2021 14:47:32 -05:00,3,40.3067,-80.0476,15102,Industrial,,
1612036699,01/30/2021 14:58:19 -05:00,4,40.4396,-79.8753,15221,,,
1612036789,01/30/2021 14:59:49 -05:00,4,40.3691,-80.0544,15228,"Sewage, rotten",,
1612037141,01/30/2021 15:05:41 -05:00,2,40.3843,-80.017,15226,Sulfur industrial.,,Second report
1612037361,01/30/2021 15:09:21 -05:00,5,40.439,-79.8745,15221,Smells like the coke works ,,
1612038033,01/30/2021 15:20:33 -05:00,2,40.4066,-79.8852,15120,sulfur,,
1612051956,01/30/2021 19:12:36 -05:00,3,40.3794,-80.0335,15228,Industrial ,,
1612055243,01/30/2021 20:07:23 -05:00,5,40.3014,-80.061,15102,Industrial ,Breathing problems ,
1612055927,01/30/2021 20:18:47 -05:00,5,40.3018,-80.0606,15102,Sulfur stink USS CLAIRTON ,"Asphyxiation, choking, eyes skin burning ",sh*t!
1612064167,01/30/2021 22:36:07 -05:00,4,40.362,-80.0104,15234,Sulfur steel mill stink,Irritation,
1612104705,01/31/2021 09:51:45 -05:00,4,40.4372,-79.8758,15221,,,
1612117349,01/31/2021 13:22:29 -05:00,1,40.3959,-80.0488,15216,,,
1612141346,01/31/2021 20:02:26 -05:00,5,40.3018,-79.9434,15025,"Industrial, chemical, sulphur smell",,It’s from the us steel plant and I’m sick of them getting away with sacrificing health of the people for profit. 
